"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Kent County, DE"	"10001"	"Sep., 2014"	"2014/09"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Oct., 2014"	"2014/10"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Nov., 2014"	"2014/11"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Dec., 2014"	"2014/12"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 2015"	"2015/01"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 2015"	"2015/02"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 2015"	"2015/03"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 2015"	"2015/04"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 2015"	"2015/05"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 2015"	"2015/06"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 2015"	"2015/07"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 2015"	"2015/08"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 2015"	"2015/09"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Oct., 2015"	"2015/10"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Nov., 2015"	"2015/11"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Dec., 2015"	"2015/12"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 2017"	"2017/01"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 2017"	"2017/02"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 2017"	"2017/03"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 2017"	"2017/04"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 2017"	"2017/05"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 2017"	"2017/06"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 2017"	"2017/07"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 2017"	"2017/08"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 2017"	"2017/09"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Oct., 2017"	"2017/10"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Nov., 2017"	"2017/11"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Dec., 2017"	"2017/12"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jan., 2018"	"2018/01"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Feb., 2018"	"2018/02"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Mar., 2018"	"2018/03"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Apr., 2018"	"2018/04"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"May, 2018"	"2018/05"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jun., 2018"	"2018/06"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Jul., 2018"	"2018/07"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Sep., 2018"	"2018/09"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Nov., 2018"	"2018/11"	Suppressed	Not Applicable	Not Applicable
	"Kent County, DE"	"10001"	"Dec., 2018"	"2018/12"	Suppressed	Not Applicable	Not Applicable
"Total"	"Kent County, DE"	"10001"			485	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 1999"	"1999/01"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 1999"	"1999/02"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 1999"	"1999/03"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 1999"	"1999/04"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"May, 1999"	"1999/05"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jun., 1999"	"1999/06"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jul., 1999"	"1999/07"	11	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Aug., 1999"	"1999/08"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Sep., 1999"	"1999/09"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 1999"	"1999/10"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Nov., 1999"	"1999/11"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Dec., 1999"	"1999/12"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jan., 2000"	"2000/01"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Feb., 2000"	"2000/02"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Mar., 2000"	"2000/03"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Apr., 2000"	"2000/04"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"May, 2000"	"2000/05"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jun., 2000"	"2000/06"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Jul., 2000"	"2000/07"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Aug., 2000"	"2000/08"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Sep., 2000"	"2000/09"	Suppressed	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"Oct., 2000"	"2000/10"	Suppressed	Not Applicable	Not Applicable
